# t,winchvel,rotvel,lightbright
192062,0.6,0.503604,0.470018
192145,0.6,0.502716,0.470228
192228,0.6,0.501828,0.470437
192311,0.6,0.50094,0.470647
192394,0.6,0.500052,0.470856
192477,0.6,0.499164,0.471065
192560,0.6,0.498275,0.471275
192643,0.6,0.497387,0.471484
192726,0.6,0.496499,0.471693
192809,0.6,0.495611,0.471903
192892,0.6,0.494723,0.472112
192975,0.6,0.493834,0.472322
193058,0.6,0.492946,0.472531
193141,0.6,0.492058,0.47274
193224,0.6,0.49117,0.47295
193307,0.6,0.490282,0.473159
193390,0.6,0.489394,0.473369
193473,0.6,0.488506,0.473578
193556,0.6,0.487617,0.473787
193639,0.6,0.486729,0.473997
193722,0.6,0.485841,0.474206
193805,0.6,0.484953,0.474416
193888,0.6,0.484065,0.474625
193971,0.6,0.483177,0.474834
194054,0.6,0.482288,0.475044
194137,0.6,0.4814,0.475253
194220,0.6,0.480512,0.475462
194303,0.6,0.479624,0.475672
194386,0.6,0.478736,0.475881
194469,0.6,0.477848,0.476091
194552,0.6,0.47696,0.4763
194635,0.6,0.476071,0.476509
194718,0.6,0.475183,0.476719
194801,0.6,0.474295,0.476928
194884,0.6,0.473407,0.477138
194967,0.6,0.472519,0.477347
195050,0.6,0.471631,0.477556
195133,0.6,0.470742,0.477766
195216,0.6,0.469854,0.477975
195299,0.6,0.468966,0.478185
195382,0.6,0.468078,0.478394
195465,0.6,0.46719,0.478603
195548,0.6,0.466302,0.478813
195631,0.6,0.465413,0.479022
195714,0.6,0.464525,0.479231
195797,0.6,0.463637,0.479441
195880,0.6,0.462749,0.47965
195963,0.6,0.461861,0.47986
196046,0.6,0.460973,0.480069
196129,0.6,0.460084,0.480278
196212,0.6,0.459196,0.480488
196295,0.6,0.458308,0.480697
196378,0.6,0.45742,0.480907
196461,0.6,0.456532,0.481116
196544,0.6,0.455644,0.481325
196627,0.6,0.454756,0.481535
196710,0.6,0.453867,0.481744
196793,0.6,0.452979,0.481954
196876,0.6,0.452091,0.482163
196959,0.6,0.451203,0.482372
197042,0.6,0.450315,0.482582
197125,0.6,0.449427,0.482791
197208,0.6,0.448538,0.483
197291,0.6,0.44765,0.48321
197374,0.6,0.446762,0.483419
197457,0.6,0.445874,0.483629
197540,0.6,0.444986,0.483838
197623,0.6,0.444098,0.484047
197706,0.6,0.443209,0.484257
197789,0.6,0.442321,0.484466
197872,0.6,0.441433,0.484676
197955,0.6,0.440545,0.484885
198038,0.6,0.439657,0.485094
198121,0.6,0.438769,0.485304
198204,0.6,0.437881,0.485513
198287,0.6,0.436992,0.485722
198370,0.6,0.436104,0.485932
198453,0.6,0.435216,0.486141
198536,0.6,0.434328,0.486351
198619,0.6,0.43344,0.48656
198702,0.6,0.432552,0.486769
198785,0.6,0.431663,0.486979
198868,0.6,0.430775,0.487188
198951,0.6,0.429887,0.487398
199034,0.6,0.428999,0.487607
199117,0.6,0.428111,0.487816
199200,0.6,0.427223,0.488026
199283,0.6,0.426334,0.488235
199366,0.6,0.425446,0.488445
199449,0.6,0.424558,0.488654
199532,0.6,0.42367,0.488863
199615,0.6,0.422782,0.489073
199698,0.6,0.421894,0.489282
199781,0.6,0.421005,0.489491
199864,0.6,0.420117,0.489701
199947,0.6,0.419229,0.48991
200030,0.6,0.418341,0.49012
200113,0.6,0.417453,0.490329
200196,0.6,0.416565,0.490538
200279,0.6,0.415677,0.490748
200362,0.6,0.414788,0.490957
200445,0.6,0.4139,0.491167
200528,0.6,0.413012,0.491376
200611,0.6,0.412124,0.491585
200694,0.6,0.411236,0.491795
200777,0.6,0.410348,0.492004
200860,0.6,0.409459,0.492214
200943,0.6,0.408571,0.492423
201026,0.6,0.407683,0.492632
201109,0.6,0.406795,0.492842
201192,0.6,0.405907,0.493051
201275,0.6,0.405019,0.49326
201358,0.6,0.40413,0.49347
201441,0.6,0.403242,0.493679
201524,0.6,0.402354,0.493889
201607,0.6,0.401466,0.494098
201690,0.6,0.400578,0.494307
201773,0.6,0.4,0.494517
201856,0.6,0.4,0.494726
201939,0.6,0.4,0.494936
202022,0.6,0.4,0.495145
202105,0.6,0.4,0.495354
202188,0.6,0.4,0.495564
202271,0.6,0.4,0.495773
202354,0.6,0.4,0.495983
202437,0.6,0.4,0.496192
202520,0.6,0.4,0.496401
202603,0.6,0.4,0.496611
202686,0.6,0.4,0.49682
202769,0.6,0.4,0.497029
202852,0.6,0.4,0.497239
202935,0.6,0.4,0.497448
203018,0.6,0.4,0.497658
203101,0.6,0.4,0.497867
203184,0.6,0.4,0.498076
203267,0.6,0.4,0.498286
203350,0.6,0.4,0.498495
203433,0.6,0.4,0.498705
203516,0.6,0.4,0.498914
203599,0.6,0.4,0.499123
203682,0.6,0.4,0.499333
203765,0.6,0.4,0.499542
203848,0.6,0.4,0.499752
203931,0.6,0.4,0.499961
204014,0.6,0.4,0.50017
204097,0.6,0.4,0.50038
204180,0.6,0.4,0.500589
204263,0.6,0.4,0.500798
204346,0.6,0.4,0.501008
204429,0.6,0.4,0.501217
204512,0.6,0.4,0.501427
204595,0.6,0.4,0.501636
204678,0.6,0.4,0.501845
204761,0.6,0.4,0.502055
204844,0.6,0.4,0.502264
204927,0.6,0.4,0.502474
205010,0.6,0.4,0.502683
205093,0.6,0.4,0.502892
205176,0.6,0.4,0.503102
205259,0.6,0.4,0.503311
205342,0.6,0.4,0.50352
205425,0.6,0.4,0.50373
205508,0.6,0.4,0.503939
205591,0.6,0.4,0.504149
205674,0.6,0.4,0.504358
205757,0.6,0.4,0.504567
205840,0.6,0.4,0.504777
205923,0.6,0.4,0.504986
206006,0.6,0.4,0.505196
206089,0.6,0.4,0.505405
206172,0.6,0.4,0.505614
206255,0.6,0.4,0.505824
206338,0.6,0.4,0.506033
206421,0.6,0.4,0.506243
206504,0.6,0.4,0.506452
206587,0.6,0.4,0.506661
206670,0.6,0.4,0.506871
206753,0.6,0.4,0.50708
206836,0.6,0.4,0.507289
206919,0.6,0.4,0.507499
207002,0.6,0.4,0.507708
207085,0.6,0.4,0.507918
207168,0.6,0.4,0.508127
207251,0.6,0.4,0.508336
207334,0.6,0.4,0.508546
207417,0.6,0.4,0.508755
207500,0.6,0.4,0.508965
207583,0.6,0.4,0.509174
207666,0.6,0.4,0.509383
207749,0.6,0.4,0.509593
207832,0.6,0.4,0.509802
207915,0.6,0.4,0.510012
207998,0.6,0.4,0.510221
208081,0.6,0.4,0.51043
208164,0.6,0.4,0.51064
208247,0.6,0.4,0.510849
208330,0.6,0.4,0.511058
208413,0.6,0.4,0.511268
208496,0.6,0.4,0.511477
208579,0.6,0.4,0.511687
208662,0.6,0.4,0.511896
208745,0.6,0.4,0.512105
208828,0.6,0.4,0.512315
208911,0.6,0.4,0.512524
208994,0.6,0.4,0.512734
209077,0.6,0.4,0.512943
209160,0.6,0.4,0.513152
209243,0.6,0.4,0.513362
209326,0.6,0.4,0.513571
209409,0.6,0.4,0.513781
209492,0.6,0.4,0.51399
209575,0.6,0.4,0.514199
209658,0.6,0.4,0.514409
209741,0.6,0.4,0.514618
209824,0.6,0.4,0.514827
209907,0.6,0.4,0.515037
209990,0.6,0.4,0.515246
210073,0.6,0.4,0.515456
210156,0.6,0.4,0.515665
210239,0.6,0.4,0.515874
210322,0.6,0.4,0.516084
210405,0.6,0.4,0.516293
210488,0.6,0.4,0.516503
210571,0.6,0.4,0.516712
210654,0.6,0.4,0.516921
210737,0.6,0.4,0.517131
210820,0.6,0.4,0.51734
210903,0.6,0.4,0.51755
210986,0.6,0.4,0.517759
211069,0.6,0.4,0.517968
211152,0.6,0.4,0.518178
211235,0.6,0.4,0.518387
211318,0.6,0.4,0.518596
211401,0.6,0.4,0.518806
211484,0.6,0.4,0.519015
211567,0.6,0.4,0.519225
211650,0.6,0.4,0.519434
211733,0.6,0.4,0.519643
211816,0.6,0.4,0.519853
211899,0.6,0.4,0.520062
211982,0.6,0.4,0.520272
212065,0.6,0.4,0.520481
212148,0.6,0.4,0.52069
212231,0.6,0.4,0.5209
212314,0.6,0.4,0.521109
212397,0.6,0.4,0.521318
212480,0.6,0.4,0.521528
212563,0.6,0.4,0.521737
212646,0.6,0.4,0.521947
212729,0.6,0.4,0.522156
212812,0.6,0.4,0.522365
212895,0.6,0.4,0.522575
212978,0.6,0.4,0.522784
213061,0.6,0.4,0.522994
213144,0.6,0.4,0.523203
213227,0.6,0.4,0.523412
213310,0.6,0.4,0.523622
213393,0.6,0.4,0.523831
213476,0.6,0.4,0.524041
213559,0.6,0.4,0.52425
213642,0.6,0.4,0.524459
213725,0.6,0.4,0.524669
213808,0.6,0.4,0.524878
213891,0.6,0.4,0.525087
213974,0.6,0.4,0.525297
214057,0.6,0.4,0.525506
214140,0.6,0.4,0.525716
214223,0.6,0.4,0.525925
214306,0.6,0.4,0.526134
214389,0.6,0.4,0.526344
214472,0.6,0.4,0.526553
214555,0.6,0.4,0.526763
214638,0.6,0.4,0.526972
214721,0.6,0.4,0.527181
214804,0.6,0.4,0.527391
214887,0.6,0.4,0.5276
214970,0.6,0.4,0.52781
215053,0.6,0.4,0.528019
215136,0.6,0.4,0.528228
215219,0.6,0.4,0.528438
215302,0.6,0.4,0.528647
215385,0.6,0.4,0.528857
215468,0.6,0.4,0.529066
215551,0.6,0.4,0.529275
215634,0.6,0.4,0.529485
215717,0.6,0.4,0.529694
215800,0.6,0.4,0.529903
215883,0.6,0.4,0.530113
215966,0.6,0.4,0.530322
216049,0.6,0.4,0.530532
216132,0.6,0.4,0.530741
216215,0.6,0.4,0.53095
216298,0.6,0.4,0.53116
216381,0.6,0.4,0.531369
216464,0.6,0.4,0.531579
216547,0.6,0.4,0.531788
216630,0.6,0.4,0.531997
216713,0.6,0.4,0.532207
216796,0.6,0.4,0.532416
216879,0.6,0.4,0.532625
216962,0.6,0.4,0.532835
217045,0.6,0.4,0.533044
217128,0.6,0.4,0.533254
217211,0.6,0.4,0.533463
217294,0.6,0.4,0.533672
217377,0.6,0.4,0.533882
217460,0.6,0.4,0.534091
217543,0.6,0.4,0.534301
217626,0.6,0.4,0.53451
217709,0.6,0.4,0.534719
217792,0.6,0.4,0.534929
217875,0.6,0.4,0.535138
217958,0.6,0.4,0.535348
218041,0.6,0.4,0.535557
218124,0.6,0.4,0.535766
218207,0.6,0.4,0.535976
218290,0.6,0.4,0.536185
218373,0.6,0.4,0.536394
218456,0.6,0.4,0.536604
218539,0.6,0.4,0.536813
218622,0.6,0.4,0.537023
218705,0.6,0.4,0.537232
218788,0.6,0.4,0.537441
218871,0.6,0.4,0.537651
218954,0.6,0.4,0.53786
219037,0.6,0.4,0.53807
219120,0.6,0.4,0.538279
219203,0.6,0.4,0.538488
219286,0.6,0.4,0.538698
219369,0.6,0.4,0.538907
219452,0.6,0.4,0.539117
219535,0.6,0.4,0.539326
219618,0.6,0.4,0.539535
219701,0.6,0.4,0.539745
219784,0.6,0.4,0.539954
219867,0.6,0.4,0.540163
219950,0.6,0.4,0.540373
220033,0.6,0.4,0.540582
220116,0.6,0.4,0.540792
220199,0.6,0.4,0.541001
220282,0.6,0.4,0.54121
220365,0.6,0.4,0.54142
220448,0.6,0.4,0.541629
220531,0.6,0.4,0.541839
220614,0.6,0.4,0.542048
220697,0.6,0.4,0.542257
220780,0.6,0.4,0.542467
220863,0.6,0.4,0.542676
220946,0.6,0.4,0.542886
221029,0.6,0.4,0.543095
221112,0.6,0.4,0.543304
221195,0.6,0.4,0.543514
221278,0.6,0.4,0.543723
221361,0.6,0.4,0.543932
221444,0.6,0.4,0.544142
221527,0.6,0.4,0.544351
221610,0.6,0.4,0.544561
221693,0.6,0.4,0.54477
221776,0.6,0.4,0.544979
221859,0.6,0.4,0.545189
221942,0.6,0.4,0.545398
222025,0.6,0.4,0.545608
222108,0.6,0.4,0.545817
222191,0.6,0.4,0.546026
222274,0.6,0.4,0.546236
222357,0.6,0.4,0.546445
222440,0.6,0.4,0.546655
222523,0.6,0.4,0.546864
222606,0.6,0.4,0.547073
222689,0.6,0.4,0.547283
222772,0.6,0.4,0.547492
222855,0.6,0.4,0.547701
222938,0.6,0.4,0.547911
223021,0.6,0.4,0.54812
223104,0.6,0.4,0.54833
223187,0.6,0.4,0.548539
223270,0.6,0.4,0.548748
223353,0.6,0.4,0.548958
223436,0.6,0.4,0.549167
223519,0.6,0.4,0.549377
223602,0.6,0.4,0.549586
223685,0.6,0.4,0.549795
223768,0.6,0.4,0.550005
223851,0.6,0.4,0.550214
223934,0.6,0.4,0.550424
224017,0.6,0.4,0.550633
224100,0.6,0.4,0.550842
224183,0.6,0.4,0.551052
224266,0.6,0.4,0.551261
224349,0.6,0.4,0.55147
224432,0.6,0.4,0.55168
224515,0.6,0.4,0.551889
224598,0.6,0.4,0.552099
224681,0.6,0.4,0.552308
224764,0.6,0.4,0.552517
224847,0.6,0.4,0.552727
224930,0.6,0.4,0.552936
225013,0.6,0.4,0.553146
225096,0.6,0.4,0.553355
225179,0.6,0.4,0.553564
225262,0.6,0.4,0.553774
225345,0.6,0.4,0.553983
225428,0.6,0.4,0.554192
225511,0.6,0.4,0.554402
225594,0.6,0.4,0.554611
225677,0.6,0.4,0.554821
225760,0.6,0.4,0.55503
225843,0.6,0.4,0.555239
225926,0.6,0.4,0.555449
226009,0.6,0.4,0.555658
226092,0.6,0.4,0.555868
226175,0.6,0.4,0.556077
226258,0.6,0.4,0.556286
226341,0.6,0.4,0.556496
226424,0.6,0.4,0.556705
226507,0.6,0.4,0.556915
226590,0.6,0.4,0.557124
226673,0.6,0.4,0.557333
226756,0.6,0.4,0.557543
226839,0.6,0.4,0.557752
226922,0.6,0.4,0.557961
227005,0.6,0.4,0.558171
227088,0.6,0.4,0.55838
227171,0.6,0.4,0.55859
227254,0.6,0.4,0.558799
227337,0.6,0.4,0.559008
227420,0.6,0.4,0.559218
227503,0.6,0.4,0.559427
227586,0.6,0.4,0.559637
227669,0.6,0.4,0.559846
227752,0.6,0.4,0.560055
227835,0.6,0.4,0.560265
227918,0.6,0.4,0.560474
228001,0.6,0.4,0.560683
228084,0.6,0.4,0.560893
228167,0.6,0.4,0.561102
228250,0.6,0.4,0.561312
228333,0.6,0.4,0.561521
228416,0.6,0.4,0.561731
228499,0.6,0.4,0.56194
228582,0.6,0.4,0.562149
228665,0.6,0.4,0.562359
228748,0.6,0.4,0.562568
228831,0.6,0.4,0.562777
228914,0.6,0.4,0.562987
228997,0.6,0.4,0.563196
229080,0.6,0.4,0.563406
229163,0.6,0.4,0.563615
229246,0.6,0.4,0.563824
229329,0.6,0.4,0.564034
229412,0.6,0.4,0.564243
229495,0.6,0.4,0.564453
229578,0.6,0.4,0.564662
229661,0.6,0.4,0.564871
229744,0.6,0.4,0.565081
229827,0.6,0.4,0.56529
229910,0.6,0.4,0.565499
229993,0.6,0.4,0.565709
230076,0.6,0.4,0.565918
230159,0.6,0.4,0.566128
230242,0.6,0.4,0.566337
230325,0.6,0.4,0.566546
230408,0.6,0.4,0.566756
230491,0.6,0.4,0.566965
230574,0.6,0.4,0.567175
230657,0.6,0.4,0.567384
230740,0.6,0.4,0.567593
230823,0.6,0.4,0.567803
230906,0.6,0.4,0.568012
230989,0.6,0.4,0.568222
231072,0.6,0.4,0.568431
231155,0.6,0.4,0.56864
231238,0.6,0.4,0.56885
231321,0.6,0.4,0.569059
231404,0.6,0.4,0.569268
231487,0.6,0.4,0.569478
231570,0.6,0.4,0.569687
231653,0.6,0.4,0.569897
231736,0.6,0.4,0.570106
231819,0.6,0.4,0.570315
231902,0.6,0.4,0.570525
231985,0.6,0.4,0.570734
232068,0.6,0.4,0.570944
232151,0.6,0.4,0.571153
232234,0.6,0.4,0.571362
232317,0.6,0.4,0.571572
232400,0.6,0.4,0.571781
232483,0.6,0.4,0.57199
232566,0.6,0.4,0.5722
232649,0.6,0.4,0.572409
232732,0.6,0.4,0.572619
232815,0.6,0.4,0.572828
232898,0.6,0.4,0.573038
232981,0.6,0.4,0.573247
233064,0.6,0.4,0.573456
233147,0.6,0.4,0.573666
233230,0.6,0.4,0.573875
233313,0.6,0.4,0.574084
233396,0.6,0.4,0.574294
233479,0.6,0.4,0.574503
233562,0.6,0.4,0.574713
233645,0.6,0.4,0.574922
233728,0.6,0.4,0.575131
233811,0.6,0.4,0.575341
233894,0.6,0.4,0.57555
233977,0.6,0.4,0.57576
234060,0.6,0.4,0.575969
234143,0.6,0.4,0.576178
234226,0.6,0.4,0.576388
234309,0.6,0.4,0.576597
234392,0.6,0.4,0.576806
234475,0.6,0.4,0.577016
234558,0.6,0.4,0.577225
234641,0.6,0.4,0.577435
234724,0.6,0.4,0.577644
234807,0.6,0.4,0.577853
234890,0.6,0.4,0.578063
234973,0.6,0.4,0.578272
235056,0.6,0.4,0.578482
235139,0.6,0.4,0.578691
235222,0.6,0.4,0.5789
235305,0.6,0.4,0.57911
235388,0.6,0.4,0.579319
235471,0.6,0.4,0.579529
235554,0.6,0.4,0.579738
235637,0.6,0.4,0.579947
235720,0.6,0.4,0.580157
235803,0.6,0.4,0.580366
235886,0.6,0.4,0.580575
235969,0.6,0.4,0.580785
236052,0.6,0.4,0.580994
236135,0.6,0.4,0.581204
236218,0.6,0.4,0.581413
236301,0.6,0.4,0.581622
236384,0.6,0.4,0.581832
236467,0.6,0.4,0.582041
236550,0.6,0.4,0.582251
236633,0.6,0.4,0.58246
236716,0.6,0.4,0.582669
236799,0.6,0.4,0.582879
236882,0.6,0.4,0.583088
236965,0.6,0.4,0.583297
237048,0.6,0.4,0.583507
237131,0.6,0.4,0.583716
237214,0.6,0.4,0.583926
237297,0.6,0.4,0.584135
237380,0.6,0.4,0.584344
237463,0.6,0.4,0.584554
237546,0.6,0.4,0.584763
237629,0.6,0.4,0.584973
237712,0.6,0.4,0.585182
237795,0.6,0.4,0.585391
237878,0.6,0.4,0.585601
237961,0.6,0.4,0.58581
238044,0.6,0.4,0.58602
238127,0.6,0.4,0.586229
238210,0.6,0.4,0.586438
238293,0.6,0.4,0.586648
238376,0.6,0.4,0.586857
238459,0.6,0.4,0.587066
238542,0.6,0.4,0.587276
238625,0.6,0.4,0.587485
238708,0.6,0.4,0.587695
238791,0.6,0.4,0.587904
238874,0.6,0.4,0.588113
238957,0.6,0.4,0.588323
239040,0.6,0.4,0.588532
239123,0.6,0.4,0.588742
239206,0.6,0.4,0.588951
239289,0.6,0.4,0.58916
239372,0.6,0.4,0.58937
239455,0.6,0.4,0.589579
239538,0.6,0.4,0.589788
239621,0.6,0.4,0.589998
239704,0.6,0.4,0.590207
239787,0.6,0.4,0.590417
239870,0.6,0.4,0.590626
239953,0.6,0.4,0.590835
240036,0.6,0.4,0.591045
240119,0.6,0.4,0.591254
240202,0.6,0.4,0.591464
240285,0.6,0.4,0.591673
240368,0.6,0.4,0.591882
240451,0.6,0.4,0.592092
240534,0.6,0.4,0.592301
240617,0.6,0.4,0.592511
240700,0.6,0.4,0.59272
240783,0.6,0.4,0.592929
240866,0.6,0.4,0.593139
240949,0.6,0.4,0.593348
241032,0.6,0.4,0.593557
241115,0.6,0.4,0.593767
241198,0.6,0.4,0.593976
241281,0.6,0.4,0.594186
241364,0.6,0.4,0.594395
241447,0.6,0.4,0.594604
241530,0.6,0.4,0.594814
241613,0.6,0.4,0.595023
241696,0.6,0.4,0.595233
241779,0.6,0.4,0.595442
241862,0.6,0.4,0.595651
241945,0.6,0.4,0.595861
242028,0.6,0.4,0.59607
242111,0.6,0.4,0.59628
242194,0.6,0.4,0.596489
242277,0.6,0.4,0.596698
242360,0.6,0.4,0.596908
242443,0.6,0.4,0.597117
242526,0.6,0.4,0.597327
242609,0.6,0.4,0.597536
242692,0.6,0.4,0.597745
242775,0.6,0.4,0.597955
242858,0.6,0.4,0.598164
242941,0.6,0.4,0.598373
243024,0.6,0.4,0.598583
243107,0.6,0.4,0.598792
243190,0.6,0.4,0.599002
243273,0.6,0.4,0.599211
243356,0.6,0.4,0.59942
243439,0.6,0.4,0.59963
243522,0.6,0.4,0.599839
243605,0.6,0.4,0.600049
243688,0.6,0.4,0.600258
243771,0.6,0.4,0.600467
243854,0.6,0.4,0.600677
243937,0.6,0.4,0.600886
244020,0.6,0.4,0.601095
244103,0.6,0.4,0.601305
244186,0.6,0.4,0.601514
244269,0.6,0.4,0.601724
244352,0.6,0.4,0.601933
244435,0.6,0.4,0.602142
244518,0.6,0.4,0.602352
244601,0.6,0.4,0.602561
244684,0.6,0.4,0.602771
244767,0.6,0.4,0.60298
244850,0.6,0.4,0.603189
244933,0.6,0.4,0.603399
245016,0.6,0.4,0.603608
245099,0.6,0.4,0.603818
245182,0.6,0.4,0.604027
245265,0.6,0.4,0.604236
245348,0.6,0.4,0.604446
245431,0.6,0.4,0.604655
245514,0.6,0.4,0.604864
245597,0.6,0.4,0.605074
245680,0.6,0.4,0.605283
245763,0.6,0.4,0.605493
245846,0.6,0.4,0.605702
245929,0.6,0.4,0.605911
246012,0.6,0.4,0.606121
246095,0.6,0.4,0.60633
246178,0.6,0.4,0.60654
246261,0.6,0.4,0.606749
246344,0.6,0.4,0.606958
246427,0.6,0.4,0.607168
246510,0.6,0.4,0.607377
246593,0.6,0.4,0.607587
246676,0.6,0.4,0.607796
246759,0.6,0.4,0.608005
246842,0.6,0.4,0.608215
246925,0.6,0.4,0.608424
247008,0.6,0.4,0.608634
247091,0.6,0.4,0.608843
247174,0.6,0.4,0.609052
247257,0.6,0.4,0.609262
247340,0.6,0.4,0.609471
247423,0.6,0.4,0.60968
247506,0.6,0.4,0.60989
247589,0.6,0.4,0.610099
247672,0.6,0.4,0.610309
247755,0.6,0.4,0.610518
247838,0.6,0.4,0.610727
247921,0.6,0.4,0.610937
248004,0.6,0.4,0.611146
248087,0.6,0.4,0.611356
248170,0.6,0.4,0.611565
248253,0.6,0.4,0.611774
248336,0.6,0.4,0.611984
248419,0.6,0.4,0.612193
248502,0.6,0.4,0.612402
248585,0.6,0.4,0.612612
248668,0.6,0.4,0.612821
248751,0.6,0.4,0.613031
248834,0.6,0.4,0.61324
248917,0.6,0.4,0.613449
249000,0.6,0.4,0.613659
249083,0.6,0.4,0.613868
249166,0.6,0.4,0.614078
249249,0.6,0.4,0.614287
249332,0.6,0.4,0.614496
249415,0.6,0.4,0.614706
249498,0.6,0.4,0.614915
249581,0.6,0.4,0.615125
249664,0.6,0.4,0.615334
249747,0.6,0.4,0.615543
249830,0.6,0.4,0.615753
249913,0.6,0.4,0.615962
249996,0.6,0.4,0.616171
250079,0.6,0.4,0.616381
250162,0.6,0.4,0.61659
250245,0.6,0.4,0.6168
250328,0.6,0.4,0.617009
250411,0.6,0.4,0.617218
250494,0.6,0.4,0.617428
250577,0.6,0.4,0.617637
250660,0.6,0.4,0.617847
250743,0.6,0.4,0.618056
250826,0.6,0.4,0.618265
250909,0.6,0.4,0.618475
250992,0.6,0.4,0.618684
251075,0.6,0.4,0.618894
251158,0.6,0.4,0.619103
251241,0.6,0.4,0.619312
251324,0.6,0.4,0.619522
251407,0.6,0.4,0.619731
251490,0.6,0.4,0.61994
251573,0.6,0.4,0.62015
251656,0.6,0.4,0.620359
251739,0.6,0.4,0.620569
251822,0.6,0.4,0.620778
251905,0.6,0.4,0.620987
251988,0.6,0.4,0.621197
252071,0.6,0.4,0.621406
252154,0.6,0.4,0.621616
252237,0.6,0.4,0.621825
252320,0.6,0.4,0.622034
252403,0.6,0.4,0.622244
252486,0.6,0.4,0.622453
252569,0.6,0.4,0.622663
252652,0.6,0.4,0.622872
252735,0.6,0.4,0.623081
252818,0.6,0.4,0.623291
252901,0.6,0.4,0.6235
252984,0.6,0.4,0.623709
253067,0.6,0.4,0.623919
253150,0.6,0.4,0.624128
253233,0.6,0.4,0.624338
253316,0.6,0.4,0.624547
253399,0.6,0.4,0.624756
253482,0.6,0.4,0.624966
253565,0.6,0.4,0.625175
253648,0.6,0.4,0.625385
253731,0.6,0.4,0.625594
253814,0.6,0.4,0.625803
253897,0.6,0.4,0.626013
253980,0.6,0.4,0.626222
254063,0.6,0.4,0.626431
254146,0.6,0.4,0.626641
254229,0.6,0.4,0.62685
254312,0.6,0.4,0.62706
254395,0.6,0.4,0.627269
254478,0.6,0.4,0.627478
254561,0.6,0.4,0.627688
254644,0.6,0.4,0.627897
254727,0.6,0.4,0.628107
254810,0.6,0.4,0.628316
254893,0.6,0.4,0.628525
254976,0.6,0.4,0.628735
255059,0.6,0.4,0.628944
255142,0.6,0.4,0.629154
255225,0.6,0.4,0.629363
255308,0.6,0.4,0.629572
255391,0.6,0.4,0.629782
255474,0.6,0.4,0.629991
255557,0.6,0.4,0.630201
255640,0.6,0.4,0.63041
255723,0.6,0.4,0.630619
255806,0.6,0.4,0.630829
255889,0.6,0.4,0.631038
255972,0.6,0.4,0.631247
256055,0.6,0.4,0.631457
256138,0.6,0.4,0.631666
256221,0.6,0.4,0.631876
256304,0.6,0.4,0.632085
256387,0.6,0.4,0.632294
256470,0.6,0.4,0.632504
256553,0.6,0.4,0.632713
256636,0.6,0.4,0.632923
256719,0.6,0.4,0.633132
256802,0.6,0.4,0.633341
256885,0.6,0.4,0.633551
256968,0.6,0.4,0.63376
257051,0.6,0.4,0.633969
257134,0.6,0.4,0.634179
257217,0.6,0.4,0.634388
257300,0.6,0.4,0.634598
257383,0.6,0.4,0.634807
257466,0.6,0.4,0.635016
257549,0.6,0.4,0.635226
257632,0.6,0.4,0.635435
257715,0.6,0.4,0.635645
257798,0.6,0.4,0.635854
257881,0.6,0.4,0.636063
257964,0.6,0.4,0.636273
258047,0.6,0.4,0.636482
258130,0.6,0.4,0.636692
258213,0.6,0.4,0.636901
258296,0.6,0.4,0.63711
258379,0.6,0.4,0.63732
258462,0.6,0.4,0.637529
258545,0.6,0.4,0.637738
258628,0.6,0.4,0.637948
258711,0.6,0.4,0.638157
258794,0.6,0.4,0.638367
258877,0.6,0.4,0.638576
258960,0.6,0.4,0.638785
259043,0.6,0.4,0.638995
259126,0.6,0.4,0.639204
259209,0.6,0.4,0.639414
259292,0.6,0.4,0.639623
259375,0.6,0.4,0.639832
259458,0.6,0.4,0.640042
259541,0.6,0.4,0.640251
259624,0.6,0.4,0.64046
259707,0.6,0.4,0.64067
259790,0.6,0.4,0.640879
259873,0.6,0.4,0.641089
259956,0.6,0.4,0.641298
260039,0.6,0.4,0.641507
260122,0.6,0.4,0.641717
260205,0.6,0.4,0.641926
260288,0.6,0.4,0.642136
260371,0.6,0.4,0.642345
260454,0.6,0.4,0.642554
260537,0.6,0.4,0.642764
260620,0.6,0.4,0.642973
260703,0.6,0.4,0.643183
260786,0.6,0.4,0.643392
260869,0.6,0.4,0.643601
260952,0.6,0.4,0.643811
261035,0.6,0.4,0.64402
261118,0.6,0.4,0.64423
261201,0.6,0.4,0.644439
261284,0.6,0.4,0.644648
261367,0.6,0.4,0.644858
261450,0.6,0.4,0.645067
261533,0.6,0.4,0.645276
261616,0.6,0.4,0.645486
261699,0.6,0.4,0.645695
261782,0.6,0.4,0.645905
261865,0.6,0.4,0.646114
261948,0.6,0.4,0.646323
262031,0.6,0.4,0.646533
262114,0.6,0.4,0.646742
262197,0.6,0.4,0.646952
262280,0.6,0.4,0.647161
262363,0.6,0.4,0.64737
262446,0.6,0.4,0.64758
262529,0.6,0.4,0.647789
262612,0.6,0.4,0.647999
262695,0.6,0.4,0.648208
262778,0.6,0.4,0.648417
262861,0.6,0.4,0.648627
262944,0.6,0.4,0.648836
263027,0.6,0.4,0.649045
263110,0.6,0.4,0.649255
263193,0.6,0.4,0.649464
263276,0.6,0.4,0.649674
263359,0.6,0.4,0.649883
263442,0.6,0.4,0.650092
263525,0.6,0.4,0.650302
263608,0.6,0.4,0.650511
263691,0.6,0.4,0.650721
263774,0.6,0.4,0.65093
263857,0.6,0.4,0.651139
